Drift_ID,Date,Start_Time,End_Time,Duration_Minutes,Activity_Before_Drift,Activity_Type,Task_Difficulty,Task_Importance,Trigger_Type,Specific_Trigger,Distraction_Source,Energy_Level,Mood_Before,Stress_Level,Sleep_Hours_Last_Night,Caffeine/Meal_Status,Location,Noise_Level,Lighting,Temperature_Comfort,Recovery_Time_Minutes,Recovery_Method,Task_Resumed,Productivity_Impact,Cumulative_Drift_Today_Minutes,Focus_Session_Length_Before_Drift,Drift_Category
901,23-10-2025,08:19,08:35,16,Coding,Repetitive,Hard,Medium,External,Phone Vibration,Physical,High,Inspired,High,8.5,After Meal,Home,Moderate,Dim,Hot,1,Short Walk,No,Minor,24,22,Micro
902,17-10-2025,18:53,19:01,8,Writing,Creative,Easy,High,Internal,Random Thought,Colleague,Low,Neutral,High,6.1,Hungry,cafe,Quiet,Dim,Hot,13,Music,Yes,Minor,0,17,Major
903,27-10-2025,06:42,06:56,14,Studying,Creative,Easy,Low,Internal,Multitasking,Self-thoughts,High,Relaxed,Medium,4.3,Hungry,Office,Loud,Normal,Comfortable,15,Short Walk,Yes,Major,46,48,Micro
904,02-11-2025,17:04,17:06,2,Designing,Repetitive,Medium,Low,External,Noise,News Article,High,Happy,Medium,3.9,Just Ate,Café,Loud,Normal,Hot,1,Music,Yes,Moderate,0,62,Major
905,28-10-2025,14:22,14:23,1,Reading,Creative,Easy,Medium,Internal,Notification,Roommate Noise,Medium,Relaxed,Low,3.6,Just Ate,Lab,Quiet,Normal,Comfortable,13,Coffee,No,Minor,0,71,Major
906,31-10-2025,19:18,19:23,5,Researching,High-Focus,Medium,High,Internal,Phone Call,Colleague Talk,Medium,Happy,High,3.2,Caffeinated,Café,Quiet,Bright,Hot,1,Coffee,No,None,0,55,Micro
907,30-10-2025,06:02,06:22,20,Studying,Passive,Medium,Low,External,Internet Browsing,Social Media Feed,Low,Stressed,High,3.7,Just Ate,Café,Quiet,Dim,Cold,1,Ignored Phone,Yes,Minor,23,36,Medium
908,21-10-2025,06:41,06:52,11,Reading,Creative,Medium,Low,Internal,Boredom,Physical,High,Anxious,Low,9.5,Just Ate,Office,Moderate,Dim,Comfortable,1,Continued Task,Yes,Major,92,42,Medium
909,31-10-2025,07:06,07:18,12,Designing,Creative,Easy,High,Internal,Phone Ping,Social Media Feed,High,Bored,High,4.7,Hungry,Outdoors,Quiet,Normal,Cold,8,Ignored Phone,No,None,19,29,Micro
910,01-11-2025,13:33,13:42,9,Studying,Repetitive,Medium,Medium,External,Sudden Idea,Colleague Talk,Medium,Calm,Low,4.4,Just Ate,Office,Quiet,Dim,Hot,3,Short Walk,No,Minor,65,37,Major
911,24-10-2025,06:56,07:04,8,Designing,Repetitive,Hard,Low,Internal,Person Talking,Internal Worry,Medium,Happy,Low,6.1,Fasting,Home,Loud,Bright,Comfortable,1,Music,Yes,Moderate,13,33,Medium
912,24-10-2025,16:52,16:58,6,Meeting,Repetitive,Medium,High,Internal,Boredom,Pet Movement,Medium,Bored,Low,7.1,Just Ate,Library,Loud,Bright,Comfortable,6,Music,No,None,48,13,Micro
913,17-10-2025,08:04,08:07,3,Planning,Creative,Medium,High,External,Social Media Alert,Noise,Medium,Calm,High,8.2,Caffeinated,Lab,Moderate,Normal,Comfortable,11,Ignored Phone,Yes,Minor,47,1,Major
914,17-10-2025,20:30,20:38,8,Browsing,Repetitive,Easy,High,External,Multitasking,Roommate Noise,Medium,Anxious,High,8.4,Hungry,Café,Moderate,Dim,Comfortable,6,Music,No,Minor,17,4,Major
915,30-10-2025,06:13,06:29,16,Coding,Creative,Medium,Medium,Internal,Notification,Background Music,Medium,Tired,Low,7.3,Fasting,Café,Moderate,Normal,Comfortable,1,Break,Yes,Major,58,31,Major
916,29-10-2025,20:09,20:30,21,Coding,Passive,Medium,Medium,External,Sudden Idea,Social Media Feed,High,Neutral,Low,6.8,Normal,Library,Quiet,Dim,Hot,6,Ignored Phone,Yes,None,0,21,Medium
917,31-10-2025,08:23,08:39,16,Online Class,Repetitive,Hard,High,Internal,Noise,Pet Movement,Medium,Stressed,Low,6.6,Just Ate,Outdoors,Loud,Bright,Comfortable,19,Meditation,Yes,Minor,89,5,Medium
918,21-10-2025,13:18,13:21,3,Reading,Repetitive,Hard,Medium,External,Noise,Pet Movement,High,Happy,High,7.8,Fasting,cafe,Moderate,Normal,Comfortable,9,Ignored Phone,Yes,None,85,25,Major
919,17-10-2025,10:45,10:50,5,Reading,Repetitive,Medium,High,Internal,Social Media,Roommate Noise,High,Neutral,Low,6.9,Caffeinated,Library,Quiet,Normal,Cold,7,Short Walk,No,Moderate,36,17,Major
920,30-10-2025,16:08,16:19,11,Reading,High-Focus,Medium,High,External,Person Talking,Pet Movement,Low,Happy,Medium,7.0,After Meal,Library,Loud,Normal,Comfortable,1,Continued Task,Yes,Minor,81,8,Major
921,21-10-2025,06:13,06:25,12,Meeting,Passive,Medium,High,Internal,Noise,Environment,Medium,Calm,Medium,9.1,Caffeinated,Library,Moderate,Bright,Cold,2,Music,Yes,Major,30,1,Micro
922,02-11-2025,21:48,21:55,7,Researching,High-Focus,Medium,Medium,External,Background Chat,Mental,High,Tired,Medium,7.6,Hungry,Office,Loud,Normal,Comfortable,2,Coffee,Yes,Minor,48,30,Major
923,16-10-2025,16:51,17:01,10,Meeting,Passive,Medium,High,External,Noise,Colleague,High,Stressed,High,3.0,Just Ate,Café,Quiet,Bright,Hot,7,Break,Yes,Minor,41,43,Micro
924,16-10-2025,22:32,22:45,13,Meeting,Creative,Medium,Low,External,Social Media Alert,Background Music,High,Inspired,Low,5.7,Normal,Study Room,Moderate,Normal,Cold,1,Ignored Phone,No,None,74,4,Micro
925,01-11-2025,17:06,17:10,4,Studying,Repetitive,Easy,High,Internal,Background Chat,Pet,Low,Overwhelmed,High,5.4,Normal,Outdoor Bench,Moderate,Dim,Comfortable,6,Ignored Phone,Yes,Major,31,36,Medium
926,27-10-2025,11:48,11:54,6,Reading,High-Focus,Easy,High,Internal,Internet Browsing,Mental,Low,Tired,Low,7.1,Caffeinated,Lab,Loud,Normal,Comfortable,12,Short Walk,Yes,Major,54,62,Micro
927,03-11-2025,07:15,07:31,16,Meeting,Repetitive,Medium,Medium,Internal,Message Alert,Noise,Medium,Happy,High,6.0,Hungry,Office,Moderate,Dim,Cold,8,Coffee,Yes,Major,70,15,Micro
928,16-10-2025,12:40,12:58,18,Studying,Creative,Medium,Medium,External,Slack Notification,Colleague,High,Stressed,Medium,7.1,Fasting,Outdoors,Loud,Normal,Comfortable,1,Break,Yes,None,74,24,Medium
929,03-11-2025,12:04,12:32,28,Studying,Repetitive,Easy,Low,External,Daydreaming,News Article,Medium,Anxious,Low,5.6,Caffeinated,Lab,Loud,Normal,Cold,3,Coffee,No,Minor,0,1,Major
930,20-10-2025,19:30,19:34,4,Studying,High-Focus,Hard,Low,External,Notification,News Article,High,Stressed,Low,5.6,Fasting,cafe,Loud,Normal,Hot,5,Continued Task,No,Major,76,14,Major
931,19-10-2025,09:45,09:56,11,Meeting,High-Focus,Hard,Medium,External,Boredom,Colleague Talk,Low,Happy,Medium,6.9,Hungry,cafe,Loud,Bright,Comfortable,11,Music,Yes,None,0,27,Medium
932,24-10-2025,10:04,10:15,11,Designing,Creative,Medium,Low,Internal,Social Media,Pet Movement,Low,Relaxed,High,3.0,Caffeinated,Outdoors,Quiet,Dim,Hot,1,Music,No,Major,90,1,Medium
933,29-10-2025,09:01,09:03,2,Reading,Creative,Easy,Medium,External,Boredom,Pet,High,Stressed,High,10.8,After Meal,cafe,Moderate,Dim,Cold,6,Ignored Phone,Yes,Moderate,44,27,Major
934,25-10-2025,19:34,19:49,15,Planning,Creative,Medium,Low,Internal,Boredom,Pet,Medium,Anxious,Low,7.3,After Meal,Office,Loud,Bright,Cold,10,Continued Task,Yes,Moderate,0,18,Medium
935,03-11-2025,11:43,12:03,20,Coding,Passive,Easy,High,External,Phone Vibration,Physical,Low,Happy,High,4.1,Just Ate,Office,Moderate,Bright,Cold,10,Music,No,Major,55,17,Micro
936,22-10-2025,08:27,08:34,7,Studying,Repetitive,Easy,Low,Internal,Multitasking,Social Media Feed,Low,Overwhelmed,Low,8.1,Hungry,cafe,Quiet,Normal,Cold,7,Music,No,None,0,36,Major
937,01-11-2025,16:33,16:49,16,Writing,Creative,Hard,Medium,External,Notification,Roommate Noise,Low,Neutral,High,4.8,After Meal,Office,Quiet,Dim,Comfortable,4,Ignored Phone,No,None,33,35,Medium
938,28-10-2025,08:25,08:36,11,Writing,High-Focus,Hard,High,Internal,Message Alert,News Article,Low,Happy,Low,5.1,Caffeinated,Café,Quiet,Normal,Cold,11,Continued Task,Yes,Minor,0,47,Medium
939,20-10-2025,06:04,06:09,5,Designing,Repetitive,Hard,Medium,External,Random Thought,Noise,High,Happy,Low,6.1,Hungry,Office,Quiet,Bright,Hot,1,Ignored Phone,No,Minor,0,16,Major
940,28-10-2025,06:24,06:27,3,Planning,Creative,Hard,Medium,Internal,Person Talking,Physical,High,Happy,Medium,7.7,Hungry,Café,Moderate,Bright,Comfortable,8,Continued Task,Yes,Minor,0,31,Micro
941,16-10-2025,12:00,12:22,22,Browsing,High-Focus,Easy,Low,Internal,Random Thought,Pet,Low,Bored,Low,5.4,Caffeinated,Office,Loud,Dim,Cold,7,Meditation,No,Moderate,94,20,Micro
942,18-10-2025,11:15,11:19,4,Planning,Passive,Medium,Low,Internal,Social Media Alert,Mental,Low,Calm,Low,7.9,After Meal,Office,Loud,Normal,Hot,5,Continued Task,Yes,Minor,65,53,Micro
943,24-10-2025,23:32,23:33,1,Meeting,Creative,Medium,High,External,Internet Browsing,Background Music,Low,Stressed,High,6.0,Caffeinated,cafe,Moderate,Normal,Comfortable,3,Ignored Phone,No,Minor,38,5,Medium
944,28-10-2025,18:32,18:33,1,Browsing,Creative,Medium,Medium,Internal,Social Media Alert,Internal Worry,Low,Calm,High,8.9,After Meal,Outdoors,Loud,Bright,Hot,13,Break,No,Major,0,46,Micro
945,31-10-2025,23:05,23:15,10,Designing,Repetitive,Easy,Medium,External,Message Alert,Internet,Medium,Stressed,Medium,4.1,After Meal,Café,Loud,Dim,Hot,1,Ignored Phone,Yes,Minor,71,17,Major
946,27-10-2025,21:27,21:43,16,Coding,Passive,Easy,Medium,External,Multitasking,Roommate Noise,High,Bored,High,5.3,After Meal,Home,Moderate,Dim,Cold,7,Coffee,No,None,0,46,Medium
947,23-10-2025,17:00,17:07,7,Planning,High-Focus,Easy,Medium,External,Daydreaming,Pet,Low,Tired,High,5.4,Caffeinated,Home,Moderate,Bright,Cold,8,Coffee,No,Minor,108,40,Medium
948,17-10-2025,21:25,21:49,24,Planning,Creative,Easy,Low,External,Boredom,Noise,Medium,Tired,Low,4.5,Caffeinated,Home,Loud,Dim,Cold,7,Music,Yes,None,77,56,Micro
949,22-10-2025,08:18,08:22,4,Brainstorming,Creative,Hard,Medium,External,Fatigue,Social Media Feed,Low,Bored,Low,3.4,Just Ate,Office,Moderate,Bright,Cold,8,Music,Yes,Major,0,41,Micro
950,18-10-2025,20:57,21:13,16,Studying,Passive,Easy,High,Internal,Random Thought,Colleague,Medium,Happy,Medium,7.2,Caffeinated,Study Room,Loud,Dim,Comfortable,12,Music,Yes,Major,30,43,Medium
951,20-10-2025,15:24,15:35,11,Reading,High-Focus,Easy,Low,Internal,Person Talking,Colleague,High,Stressed,Low,5.5,Fasting,Office,Moderate,Dim,Cold,4,Coffee,No,Minor,96,27,Major
952,22-10-2025,22:40,22:50,10,Meeting,Creative,Medium,High,External,Fatigue,Internal Worry,Medium,Bored,High,3.2,Caffeinated,Café,Loud,Bright,Cold,4,Continued Task,Yes,Minor,67,45,Micro
953,30-10-2025,09:14,09:21,7,Browsing,High-Focus,Hard,High,External,Background Chat,Internal Worry,High,Bored,High,3.2,After Meal,Library,Moderate,Normal,Comfortable,7,Music,Yes,Major,8,21,Major
954,18-10-2025,06:30,06:46,16,Reading,High-Focus,Easy,Low,External,Social Media Alert,Digital,Medium,Happy,Medium,7.8,Normal,Library,Loud,Bright,Hot,9,Music,Yes,Major,123,9,Medium
955,27-10-2025,17:49,18:05,16,Email Responding,Repetitive,Hard,Medium,External,Notification,Pet Movement,Low,Happy,High,4.5,Fasting,Outdoors,Moderate,Bright,Cold,5,Music,No,Major,0,39,Major
956,27-10-2025,19:34,19:45,11,Researching,High-Focus,Easy,Medium,Internal,Social Media Alert,Noise,Medium,Neutral,Medium,5.5,Caffeinated,Library,Loud,Dim,Cold,1,Meditation,Yes,Minor,48,19,Micro
957,22-10-2025,21:03,21:13,10,Meeting,Creative,Easy,Low,External,Phone Call,Physical,Low,Bored,Medium,3.0,Caffeinated,Café,Quiet,Dim,Comfortable,7,Ignored Phone,No,Major,6,14,Micro
958,21-10-2025,19:21,19:31,10,Coding,High-Focus,Medium,Low,External,Random Thought,Colleague Talk,Low,Bored,Medium,6.6,Fasting,Office,Quiet,Bright,Comfortable,7,Music,Yes,Minor,43,41,Major
959,17-10-2025,23:50,23:59,9,Writing,Creative,Hard,Medium,Internal,Background Chat,Colleague,High,Neutral,Medium,5.3,Hungry,Outdoor Bench,Quiet,Normal,Hot,9,Ignored Phone,No,None,0,9,Major
960,23-10-2025,09:08,09:12,4,Browsing,High-Focus,Easy,High,Internal,Hunger,Roommate Noise,Medium,Anxious,Low,7.0,Fasting,Library,Loud,Normal,Cold,2,Break,No,Minor,77,13,Micro
961,25-10-2025,21:11,21:25,14,Writing,Repetitive,Easy,High,Internal,Notification,Digital,High,Happy,High,7.7,Normal,cafe,Moderate,Bright,Comfortable,6,Meditation,No,Minor,0,27,Micro
962,21-10-2025,18:49,19:08,19,Coding,Passive,Medium,Low,Internal,Slack Notification,Social Media Feed,Low,Bored,Medium,7.2,Normal,Office,Moderate,Normal,Comfortable,6,Meditation,No,Minor,14,37,Medium
963,31-10-2025,09:01,09:16,15,Studying,Creative,Easy,Low,Internal,Internet Browsing,Internet,Low,Neutral,High,3.0,Fasting,Office,Moderate,Bright,Comfortable,7,Continued Task,Yes,Major,36,21,Micro
964,25-10-2025,06:57,06:58,1,Coding,Repetitive,Medium,Low,Internal,Notification,Environment,Low,Calm,Low,5.2,Fasting,Home,Loud,Normal,Cold,9,Ignored Phone,No,Moderate,56,38,Medium
965,24-10-2025,23:37,23:52,15,Meeting,Passive,Hard,High,External,Social Media,Social Media Feed,High,Neutral,Medium,4.6,Normal,Lab,Loud,Bright,Comfortable,8,Ignored Phone,No,Moderate,0,1,Medium
966,23-10-2025,07:22,07:33,11,Reading,Passive,Medium,Low,Internal,Sudden Idea,Background Music,Medium,Tired,Low,5.9,Normal,Library,Quiet,Normal,Hot,16,Coffee,Yes,Major,0,29,Major
967,18-10-2025,20:46,20:47,1,Writing,Repetitive,Medium,Low,External,Hunger,Internet,Medium,Neutral,High,8.0,Hungry,Office,Quiet,Normal,Comfortable,7,Music,No,None,4,38,Medium
968,30-10-2025,12:47,13:03,16,Reading,Creative,Medium,Medium,Internal,Slack Notification,Colleague Talk,Medium,Neutral,Medium,4.9,Caffeinated,Café,Moderate,Normal,Comfortable,14,Ignored Phone,Yes,Minor,26,30,Medium
969,22-10-2025,11:53,12:01,8,Planning,Creative,Easy,Low,Internal,Phone Vibration,Phone,Low,Inspired,Low,8.3,After Meal,Home,Loud,Normal,Comfortable,11,Short Walk,Yes,Minor,41,34,Medium
970,18-10-2025,06:36,06:46,10,Coding,High-Focus,Easy,Medium,External,Notification,Phone,Low,Calm,Medium,6.1,After Meal,Office,Quiet,Bright,Comfortable,1,Break,Yes,Major,57,18,Major
971,25-10-2025,20:44,20:58,14,Planning,Passive,Medium,Low,External,Social Media Alert,Physical,Low,Tired,High,9.0,Just Ate,Lab,Loud,Bright,Cold,11,Coffee,Yes,Major,75,31,Micro
972,20-10-2025,22:33,22:40,7,Reading,High-Focus,Easy,Low,External,Sudden Idea,Digital,Medium,Anxious,Low,6.9,Fasting,Library,Moderate,Bright,Hot,10,Short Walk,Yes,None,66,34,Micro
973,25-10-2025,08:41,08:42,1,Designing,Repetitive,Easy,Medium,External,Background Chat,Pet Movement,Low,Curious,High,3.0,Normal,Outdoors,Quiet,Dim,Hot,10,Continued Task,No,Major,37,11,Major
974,30-10-2025,16:09,16:22,13,Brainstorming,High-Focus,Hard,High,Internal,Sudden Idea,Self-thoughts,High,Bored,Medium,5.4,After Meal,cafe,Moderate,Bright,Hot,16,Continued Task,Yes,Minor,101,61,Major
975,17-10-2025,15:40,15:53,13,Reading,High-Focus,Hard,Low,Internal,Background Chat,Roommate Noise,Medium,Relaxed,Medium,4.0,Fasting,Coworking Space,Moderate,Normal,Comfortable,9,Continued Task,Yes,None,20,34,Medium
976,28-10-2025,11:19,11:22,3,Writing,Repetitive,Easy,High,Internal,Message Alert,Pet,High,Bored,Medium,9.1,After Meal,Library,Moderate,Normal,Comfortable,1,Meditation,Yes,Moderate,43,45,Micro
977,31-10-2025,14:31,14:32,1,Designing,Repetitive,Hard,Medium,Internal,Phone Call,Background Music,Medium,Neutral,High,7.7,Caffeinated,Library,Loud,Bright,Comfortable,15,Meditation,Yes,Minor,0,39,Major
978,22-10-2025,23:09,23:18,9,Studying,High-Focus,Hard,Medium,Internal,Multitasking,Social Media Feed,High,Bored,Medium,6.8,Caffeinated,Home,Loud,Dim,Hot,7,Coffee,No,Minor,107,1,Micro
979,19-10-2025,12:55,12:56,1,Coding,Repetitive,Easy,High,Internal,Fatigue,Internet,Medium,Stressed,High,5.7,Caffeinated,Library,Quiet,Normal,Hot,4,Coffee,No,Major,97,19,Micro
980,24-10-2025,11:11,11:33,22,Writing,High-Focus,Hard,Low,Internal,Phone Vibration,Internal Worry,Medium,Overwhelmed,Low,6.6,Hungry,Outdoors,Loud,Dim,Cold,5,Continued Task,No,Minor,31,47,Medium
981,18-10-2025,23:54,00:10,16,Coding,High-Focus,Hard,Low,External,Fatigue,Noise,Medium,Calm,High,7.5,After Meal,Home,Loud,Normal,Cold,1,Music,No,Moderate,0,26,Micro
982,16-10-2025,08:01,08:12,11,Meeting,Repetitive,Easy,Medium,External,Phone Call,Mental,High,Inspired,Low,6.2,After Meal,Lab,Loud,Dim,Comfortable,8,Ignored Phone,No,Major,61,1,Micro
983,01-11-2025,12:28,12:38,10,Meeting,Creative,Hard,Low,External,Social Media Alert,Internal Worry,Low,Happy,Medium,7.8,Just Ate,cafe,Moderate,Normal,Comfortable,2,Continued Task,No,Minor,113,43,Major
984,25-10-2025,10:26,10:40,14,Brainstorming,High-Focus,Hard,Medium,External,Phone Vibration,Internet,Medium,Calm,Low,6.3,Normal,Office,Loud,Bright,Hot,7,Short Walk,No,Minor,7,34,Major
985,18-10-2025,06:32,06:42,10,Reading,Creative,Hard,Low,Internal,Person Talking,Pet,High,Tired,Medium,3.0,Hungry,Study Room,Loud,Dim,Hot,4,Music,Yes,Major,68,38,Medium
986,20-10-2025,13:34,13:56,22,Reading,Repetitive,Hard,High,External,Internet Browsing,Pet Movement,Medium,Stressed,High,5.2,Caffeinated,Outdoor Bench,Quiet,Bright,Hot,6,Meditation,Yes,Moderate,28,64,Medium
987,23-10-2025,12:47,12:48,1,Coding,High-Focus,Hard,Low,Internal,Slack Notification,Environment,Low,Calm,Low,5.1,After Meal,Office,Loud,Dim,Hot,5,Coffee,Yes,Major,19,20,Micro
988,16-10-2025,15:05,15:24,19,Planning,Creative,Medium,Medium,Internal,Person Talking,Internet,Medium,Neutral,Medium,8.6,Caffeinated,Café,Moderate,Dim,Cold,16,Coffee,Yes,Moderate,66,50,Micro
989,23-10-2025,20:05,20:17,12,Coding,High-Focus,Hard,High,External,Multitasking,Colleague,Medium,Neutral,Medium,7.7,Hungry,Lab,Quiet,Dim,Hot,8,Short Walk,Yes,Minor,51,16,Micro
990,17-10-2025,07:41,07:57,16,Team Discussion,Repetitive,Hard,Low,Internal,Notification,Colleague,Medium,Stressed,High,5.7,Just Ate,cafe,Moderate,Normal,Hot,1,Ignored Phone,No,Minor,102,25,Micro
991,23-10-2025,14:04,14:23,19,Writing,Repetitive,Easy,High,Internal,Multitasking,Mental,Medium,Neutral,Low,7.1,Hungry,cafe,Moderate,Bright,Hot,1,Short Walk,Yes,Minor,118,24,Micro
992,19-10-2025,20:40,20:55,15,Planning,Passive,Medium,Medium,Internal,Notification,News Article,Low,Stressed,Low,8.6,Normal,cafe,Quiet,Bright,Cold,15,Continued Task,No,Minor,66,50,Major
993,25-10-2025,20:23,20:31,8,Studying,High-Focus,Easy,High,Internal,Daydreaming,News Article,Low,Stressed,High,6.8,After Meal,Café,Loud,Dim,Comfortable,5,Break,Yes,None,48,15,Major
994,26-10-2025,08:20,08:32,12,Coding,Repetitive,Medium,Low,Internal,Internet Browsing,Background Music,High,Tired,High,6.0,Hungry,Coworking Space,Loud,Normal,Cold,2,Break,Yes,Minor,44,6,Micro
995,27-10-2025,09:31,09:37,6,Studying,Repetitive,Hard,Low,Internal,Social Media,Social Media Feed,Low,Overwhelmed,Low,5.0,After Meal,cafe,Moderate,Dim,Cold,1,Continued Task,Yes,None,8,1,Medium
996,03-11-2025,08:03,08:04,1,Studying,Passive,Easy,High,Internal,Sudden Idea,Phone,Medium,Bored,Low,5.8,Hungry,Café,Moderate,Bright,Hot,1,Continued Task,No,None,41,28,Medium
997,20-10-2025,14:25,14:33,8,Coding,Repetitive,Hard,Low,External,Noise,Internet,Low,Anxious,High,4.3,Just Ate,Office,Moderate,Normal,Hot,7,Coffee,No,Major,31,31,Medium
998,22-10-2025,07:55,08:02,7,Designing,Creative,Medium,Medium,External,Phone Call,Digital,Medium,Tired,Low,6.6,Caffeinated,Office,Quiet,Bright,Hot,5,Continued Task,Yes,Minor,41,28,Medium
999,23-10-2025,11:07,11:15,8,Studying,High-Focus,Hard,Low,External,Multitasking,Social Media Feed,High,Stressed,High,6.1,Just Ate,Library,Quiet,Dim,Hot,1,Ignored Phone,Yes,None,41,28,Micro
1000,22-10-2025,18:20,18:38,18,Studying,Repetitive,Hard,Low,Internal,Phone Vibration,Colleague,Low,Stressed,High,6.4,Just Ate,Library,Loud,Normal,Comfortable,8,Ignored Phone,Yes,Minor,130,12,Major
1001,31-10-2025,17:48,18:08,20,Email Responding,Passive,Easy,Medium,Internal,Slack Notification,Social Media Feed,High,Tired,High,7.5,Caffeinated,Café,Loud,Bright,Cold,14,Ignored Phone,No,Moderate,78,34,Medium
1002,23-10-2025,15:32,15:48,16,Studying,High-Focus,Easy,Low,External,Hunger,Roommate Noise,High,Bored,Low,4.5,Hungry,Lab,Loud,Bright,Cold,3,Music,No,None,69,54,Major
1003,21-10-2025,11:52,12:05,13,Studying,High-Focus,Easy,High,External,Phone Ping,News Article,Low,Anxious,Low,4.6,After Meal,cafe,Loud,Normal,Comfortable,7,Ignored Phone,No,Major,108,59,Major
1004,16-10-2025,06:19,06:36,17,Meeting,High-Focus,Medium,Low,External,Phone Ping,Digital,Medium,Calm,High,3.5,Caffeinated,Outdoors,Quiet,Dim,Cold,13,Music,Yes,Minor,63,51,Medium
1005,25-10-2025,07:43,07:47,4,Studying,High-Focus,Hard,Low,Internal,Phone Vibration,Digital,Medium,Inspired,High,5.8,Normal,Office,Quiet,Dim,Comfortable,4,Meditation,No,Minor,21,67,Medium
1006,23-10-2025,22:29,22:45,16,Browsing,Passive,Hard,Low,Internal,Random Thought,Pet Movement,Low,Stressed,High,8.5,Hungry,Library,Loud,Dim,Hot,3,Coffee,Yes,Minor,94,72,Micro
1007,30-10-2025,20:54,20:58,4,Designing,Passive,Hard,Low,External,Phone Call,Colleague,Medium,Stressed,Low,6.3,Caffeinated,Café,Moderate,Bright,Hot,1,Continued Task,No,None,65,25,Micro
1008,20-10-2025,06:08,06:22,14,Planning,Creative,Medium,Low,Internal,Message Alert,Self-thoughts,Medium,Calm,Medium,3.1,Just Ate,Library,Loud,Dim,Comfortable,6,Meditation,No,Minor,71,48,Medium
1009,26-10-2025,07:50,07:58,8,Writing,Passive,Hard,Medium,Internal,Phone Call,Colleague Talk,Medium,Anxious,Medium,7.9,Fasting,cafe,Loud,Dim,Hot,9,Ignored Phone,No,Minor,58,1,Major
1010,22-10-2025,15:47,15:48,1,Meeting,Passive,Hard,High,Internal,Daydreaming,Roommate Noise,Medium,Anxious,Medium,7.2,Hungry,Home,Quiet,Normal,Hot,5,Music,Yes,None,50,17,Major
1011,20-10-2025,23:53,23:56,3,Coding,Creative,Medium,High,External,Slack Notification,Environment,Low,Neutral,Medium,7.7,Hungry,Home,Loud,Normal,Cold,9,Meditation,No,Major,152,26,Medium
1012,27-10-2025,21:05,21:15,10,Writing,Passive,Medium,High,Internal,Daydreaming,News Article,High,Bored,High,5.6,Caffeinated,Outdoors,Moderate,Dim,Hot,2,Break,No,Moderate,66,32,Major
1013,17-10-2025,10:46,11:00,14,Coding,Repetitive,Hard,High,Internal,Noise,Phone,Medium,Bored,Medium,5.4,Normal,cafe,Quiet,Dim,Hot,11,Short Walk,No,None,33,33,Micro
1014,21-10-2025,18:14,18:15,1,Reading,Repetitive,Hard,Low,External,Person Talking,Roommate Noise,High,Bored,Low,8.3,Caffeinated,Office,Loud,Bright,Cold,5,Music,Yes,Minor,65,43,Major
1015,28-10-2025,23:10,23:30,20,Researching,High-Focus,Hard,High,Internal,Phone Call,Self-thoughts,Medium,Calm,Medium,6.1,Hungry,Home,Quiet,Dim,Comfortable,7,Continued Task,Yes,Minor,90,1,Medium
1016,24-10-2025,08:45,08:58,13,Coding,Repetitive,Easy,Medium,External,Sudden Idea,Phone,High,Neutral,Low,3.9,Caffeinated,Outdoors,Loud,Bright,Hot,10,Meditation,Yes,Major,15,6,Medium
1017,16-10-2025,19:26,19:30,4,Browsing,Repetitive,Hard,Low,External,Person Talking,Environment,High,Anxious,Low,11.0,Caffeinated,Office,Loud,Dim,Cold,7,Continued Task,Yes,Major,11,1,Medium
1018,22-10-2025,18:19,18:33,14,Studying,High-Focus,Hard,Medium,Internal,Social Media,Mental,Medium,Inspired,Low,6.5,Normal,Office,Moderate,Bright,Comfortable,4,Short Walk,No,Major,4,25,Medium
